Date,MMWR_week,Location,Distributed,Administered,Admin_Per_100K,Recip_Administered,Administered_Dose1_Recip,Series_Complete_Yes,Additional_Doses,Second_Booster,Administered_Bivalent
10/27/2021,43,CA,61979205,53508602,135423,53563180,29296488,24089272,1708493,,
12/24/2020,52,TX,659025,250004,862,0,0,0,,,
12/24/2020,52,CT,116200,20679,580,0,0,0,,,
12/24/2020,52,NJ,279900,35473,399,0,0,0,,,
10/27/2021,43,IL,19112595,15704678,123934,15890304,8818283,6898376,270607,,
12/24/2020,52,SC,106825,32670,635,0,0,0,,,
10/27/2021,43,ND,1004390,791214,103825,756670,403240,348057,33938,,
12/24/2020,52,IA,82350,21341,676,0,0,0,,,
12/24/2020,52,VT,22125,5466,876,0,0,0,,,
10/27/2021,43,SC,7497605,5641914,109579,5629208,2946914,2559355,248865,,
10/27/2021,43,FL,34931055,28254950,131555,27990009,14782271,12777846,1078434,,
12/24/2020,52,RI,34375,6650,628,0,0,0,,,
10/27/2021,43,UT,4328350,3657672,114090,3625476,1949451,1705559,102436,,
12/24/2020,52,MN,136100,25795,457,0,0,0,,,
12/24/2020,52,MT,33900,8885,831,0,0,0,,,
12/24/2020,52,UT,83225,11434,357,0,0,0,,,
12/24/2020,52,DE,31325,4959,509,0,0,0,,,
10/27/2021,43,KY,6240815,5262162,117783,5282026,2797423,2438895,211994,,
12/24/2020,52,GU,13000,1907,1150,0,0,0,,,
10/27/2021,43,MI,14457510,11322161,113371,11486237,5790731,5328112,540171,,
10/27/2021,43,NE,2769970,2310092,119421,2317747,1175778,1084917,103986,,
12/24/2020,52,VI,3450,298,285,0,0,0,,,
12/24/2020,52,NY,609575,83557,430,0,0,0,,,
10/27/2021,43,VI,115600,108256,103416,105777,55653,48819,2489,,
12/24/2020,52,PR,108875,17042,534,0,0,0,,,
12/24/2020,52,WY,16725,2108,364,0,0,0,,,
12/24/2020,52,AS,6250,570,1024,0,0,0,,,
10/27/2021,43,PR,5013470,4972779,155706,5001684,2614002,2341911,134942,,
10/27/2021,43,DD2,5541400,6183581,0,6183581,3361962,2619595,537,,
12/24/2020,52,ME,44675,11958,890,0,0,0,,,
12/24/2020,52,IH2,81000,19244,0,0,0,0,,,
12/24/2020,52,FM,1600,0,0,0,0,0,,,
12/24/2020,52,GA,301725,24173,228,0,0,0,,,
12/24/2020,52,AZ,194225,16701,229,0,0,0,,,
12/24/2020,52,VA,259600,32968,386,0,0,0,,,
10/27/2021,43,MA,11741180,10300165,149440,10322574,5492125,4785508,344953,,
12/24/2020,52,TN,163325,45154,661,0,0,0,,,
12/24/2020,52,LTC,1467550,43922,0,0,0,0,,,
12/24/2020,52,SD,28250,9085,1027,0,0,0,,,
10/27/2021,43,HI,2528230,1964997,138784,1984977,1111115,844054,64760,,
12/24/2020,52,MA,211350,35844,520,0,0,0,,,
12/23/2020,52,RI,34375,5816,549,0,0,0,,,
12/23/2020,52,MP,5850,691,1215,0,0,0,,,
12/23/2020,52,DD2,133650,24299,0,0,0,0,,,
12/23/2020,52,WA,221150,22213,292,0,0,0,,,
10/27/2021,43,NY,31602965,27303379,140352,27267301,14361742,12904040,597679,,
12/23/2020,52,OR,133525,7205,171,0,0,0,,,
10/27/2021,43,AS,70650,65566,117736,65842,35220,30902,22,,
10/27/2021,43,OR,7163565,5559310,131808,5558822,2874367,2642322,235535,,
10/27/2021,43,MD,10695110,8453263,139823,8512625,4396554,3988287,334912,,
10/27/2021,43,AR,4350700,3203398,106150,3229122,1741449,1440951,120583,,
10/27/2021,43,LA,6100610,4815169,103579,4761939,2493182,2205754,196764,,
10/27/2021,43,BP2,264310,237617,0,237617,126633,120317,2220,,
10/27/2021,43,WV,3132935,1588246,88623,1611803,875827,734647,42747,,
10/27/2021,43,FM,89640,75359,72710,76011,45916,40321,52,,
12/23/2020,52,WI,123125,14264,245,0,0,0,,,
10/27/2021,43,GA,15472285,11359371,106988,11394405,6018838,5091396,351041,,
10/27/2021,43,MO,8334485,6698541,109142,6617052,3470432,3040572,266394,,
12/23/2020,52,CA,1068250,125597,318,0,0,0,,,
12/23/2020,52,IN,164450,33635,500,0,0,0,,,
12/23/2020,52,GU,11700,1907,1150,0,0,0,,,
12/23/2020,52,MA,182350,26892,390,0,0,0,,,
10/27/2021,43,AZ,10579670,8693284,119434,8549072,4436703,3844830,294046,,
10/27/2021,43,VT,1140020,960686,153959,947558,494955,442854,49273,,
10/27/2021,43,IA,4636035,3670258,116329,3668787,1874703,1746613,169834,,
12/23/2020,52,PA,291825,54732,428,0,0,0,,,
10/27/2021,43,TX,44055335,34149404,117773,33344748,17724584,15405764,1242267,,
10/27/2021,43,NV,4267880,3597492,116796,3566516,1940068,1622453,109034,,
10/27/2021,43,VA2,6742300,5957256,0,5957256,3073550,2856783,238311,,
12/23/2020,52,AS,5850,347,623,0,0,0,,,
10/27/2021,43,MH,57140,42025,71945,42078,23753,20218,10,,
12/23/2020,52,AK,45150,6822,933,0,0,0,,,
12/23/2020,52,WY,12625,1555,269,0,0,0,,,
12/23/2020,52,SD,28250,8188,926,0,0,0,,,
12/23/2020,52,AR,88775,19773,655,0,0,0,,,
12/23/2020,52,HI,37950,10609,749,0,0,0,,,
12/23/2020,52,DC,23400,5567,789,0,0,0,,,
10/27/2021,43,NC,15667170,12207052,116390,12093524,6672252,5498438,295354,,
12/23/2020,52,IA,82350,13229,419,0,0,0,,,
12/23/2020,52,MS,58075,4670,157,0,0,0,,,
12/23/2020,52,MD,184250,8284,137,0,0,0,,,
10/27/2021,43,PA,20584245,17298592,135124,17310236,9817237,7702802,361031,,
12/23/2020,52,NC,295625,33814,322,0,0,0,,,
12/23/2020,52,AZ,193025,11633,160,0,0,0,,,
10/27/2021,43,WA,12222455,10212125,134107,10231051,5264549,4818276,411372,,
10/27/2021,43,MP,87480,72188,126908,72267,36275,34750,2035,,
10/27/2021,43,MS,4041645,2957457,99372,2972894,1544403,1355330,108540,,
05/10/2023,19,WV,5515855,3098571,172897,3108714,1212338,1071540,531751,,211697
05/10/2023,19,VA2,9888200,8700837,0,8700837,3730897,3060384,1351037,,890569
05/10/2023,19,ME,4981040,3542346,263526,3546832,1315892,1124112,687844,,434345
05/10/2023,19,ID,4751720,2894361,161962,2925647,1146055,1012257,494214,,251574
05/10/2023,19,BP2,421090,347809,0,347809,155768,141755,53623,,9839
05/10/2023,19,MP,152250,118647,228823,118873,46858,44044,23985,,5025
05/10/2023,19,US,984444295,676728782,203829,676728782,270227181,230637348,118438297,48839358,57512608
05/10/2023,19,IH2,4122405,2570629,123421,2570629,1167147,920622,347782,,178471
05/10/2023,19,MS,7252325,4307637,144739,4369750,1839306,1600364,661477,,204540
10/27/2021,43,AL,7123260,4805213,98002,4897574,2659115,2183682,173615,,
12/23/2020,52,FL,588950,50038,233,0,0,0,,,
10/27/2021,43,IN,8957570,7119183,105748,7096297,3602042,3342864,281189,,
12/23/2020,52,LTC,1467550,22889,0,0,0,0,,,
12/23/2020,52,MO,152425,23055,376,0,0,0,,,
10/27/2021,43,RI,1819275,1543228,145675,1583514,823089,748116,59951,,
10/27/2021,43,VA,13685285,11579358,135661,11574634,6033483,5358489,423880,,
12/23/2020,52,NE,63500,9094,470,0,0,0,,,
12/23/2020,52,VA,259600,20946,245,0,0,0,,,
10/27/2021,43,OK,5303280,4428587,111919,4382155,2337167,1969120,175631,,
10/27/2021,43,KS,4179155,3291195,112971,3392475,1808641,1543238,120050,,
12/23/2020,52,AL,142725,9473,193,0,0,0,,,
12/23/2020,52,NY,609575,62451,321,0,0,0,,,
10/27/2021,43,WY,723265,563122,97298,558285,292654,252966,26530,,
12/23/2020,52,ID,47375,0,0,0,0,0,,,
12/23/2020,52,MI,278575,16037,161,0,0,0,,,
12/23/2020,52,VI,3450,298,285,0,0,0,,,
10/27/2021,43,SD,1313975,1012993,114507,1018881,544435,463507,41576,,
10/27/2021,43,NJ,14837985,12178316,137109,12538711,6633637,5875572,445459,,
10/27/2021,43,OH,16117895,12811065,109598,12686818,6501078,6040206,511819,,
12/23/2020,52,CO,172325,38678,672,0,0,0,,,
12/23/2020,52,IL,231250,80089,632,0,0,0,,,
12/23/2020,52,NH,41750,7260,534,0,0,0,,,
12/23/2020,52,KY,120725,8908,199,0,0,0,,,
12/23/2020,52,TX,659025,232321,801,0,0,0,,,
12/23/2020,52,WV,60875,27746,1548,0,0,0,,,
12/23/2020,52,KS,91800,5120,176,0,0,0,,,
12/23/2020,52,MN,136100,13207,234,0,0,0,,,
12/23/2020,52,DE,31325,3884,399,0,0,0,,,
12/23/2020,52,SC,106825,31796,618,0,0,0,,,
12/23/2020,52,VT,22125,3686,591,0,0,0,,,
12/23/2020,52,TN,163325,29426,431,0,0,0,,,
12/23/2020,52,IH2,81000,18821,0,0,0,0,,,
12/23/2020,52,LA,141675,21433,461,0,0,0,,,
10/27/2021,43,US,507637305,416154424,125349,416154424,220936118,190990750,14429771,,
12/23/2020,52,OK,124700,26320,665,0,0,0,,,
12/23/2020,52,NV,81100,12847,417,0,0,0,,,
12/23/2020,52,NJ,279900,25108,283,0,0,0,,,
12/23/2020,52,CT,110700,19154,537,0,0,0,,,
12/23/2020,52,NM,59225,12462,594,0,0,0,,,
12/23/2020,52,MT,33900,7604,711,0,0,0,,,
12/23/2020,52,VA2,275775,35269,0,0,0,0,,,
10/26/2021,43,NH,2268450,1889321,138950,1889468,1012920,852443,12123,,
10/26/2021,43,BP2,263930,237382,0,237382,126567,120264,2099,,
12/23/2020,52,BP2,2950,2811,0,0,0,0,,,
10/26/2021,43,CT,6007045,5318629,149178,5327481,2797226,2511376,190625,,
10/26/2021,43,MP,86860,72074,126708,72153,36234,34719,1977,,
12/23/2020,52,GA,301725,16533,156,0,0,0,,,
10/26/2021,43,RP,33090,31592,176423,31861,17945,15680,564,,
10/26/2021,43,DC,1291005,1052848,149182,959225,520237,438299,24181,,
10/26/2021,43,IA,4563315,3657561,115926,3656090,1872818,1745363,160211,,
12/23/2020,52,ND,21975,6891,904,0,0,0,,,
10/26/2021,43,VA,13619725,11552062,135341,11547117,6027385,5354009,407142,,
12/23/2020,52,ME,44675,7551,562,0,0,0,,,
10/26/2021,43,CA,61579135,53371159,135075,53425337,29261675,24063070,1629618,,
12/23/2020,52,OH,348550,8459,72,0,0,0,,,
10/26/2021,43,ME,2308490,1931683,143704,1940397,1022274,944234,76327,,
12/23/2020,52,US,9496475,1359355,409,0,0,0,,,
12/23/2020,52,PR,96200,14312,448,0,0,0,,,
12/23/2020,52,UT,83225,8525,266,0,0,0,,,
12/22/2020,52,AK,42175,5615,768,0,0,0,,,
10/26/2021,43,WV,3123975,1587605,88587,1610686,875356,734407,42329,,
12/22/2020,52,MS,35175,3094,104,0,0,0,,,
10/26/2021,43,MA,11667690,10275420,149081,10297113,5485304,4782361,329084,,
10/26/2021,43,DE,1642375,1286334,132099,1260395,668761,580729,47883,,
12/22/2020,52,AL,83000,7383,151,0,0,0,,,
12/22/2020,52,MT,19375,5866,549,0,0,0,,,
12/22/2020,52,OH,311550,5930,51,0,0,0,,,
10/26/2021,43,RI,1796815,1538896,145266,1578819,822076,747507,56884,,
12/22/2020,52,GU,11700,0,0,0,0,0,,,
12/22/2020,52,VI,3450,237,226,0,0,0,,,
10/26/2021,43,AK,1134615,857746,117251,853205,432116,383246,43704,,
10/26/2021,43,PA,20498415,17296417,135107,17306181,9814654,7702328,359909,,
12/22/2020,52,MD,55025,4928,82,0,0,0,,,
10/26/2021,43,MO,8280715,6681567,108866,6599981,3466766,3037299,256104,,
12/22/2020,52,AS,5850,139,250,0,0,0,,,
12/22/2020,52,HI,33450,6711,474,0,0,0,,,
10/26/2021,43,WI,8072765,7222746,124050,7190817,3632209,3379016,335581,,
12/22/2020,52,PR,78700,11249,352,0,0,0,,,
12/22/2020,52,AR,68975,9947,330,0,0,0,,,
10/26/2021,43,MT,1438095,1168708,109350,1166357,604090,536415,58037,,
10/26/2021,43,NC,15503720,12143834,115787,12032184,6634752,5489440,280348,,
10/26/2021,43,NM,3151915,2777502,132462,2866220,1502526,1296913,130850,,
10/26/2021,43,UT,4280270,3651697,113903,3619523,1947672,1703471,100269,,
10/26/2021,43,US,504584715,415012026,125005,415012026,220648845,190793100,13753793,,
10/26/2021,43,KY,6204035,5247763,117461,5267578,2794685,2436437,202721,,
10/26/2021,43,AR,4326450,3191594,105759,3217242,1739449,1439158,112508,,
12/22/2020,52,MI,166775,6600,66,0,0,0,,,
10/26/2021,43,ND,998540,799805,104953,764963,403265,349443,33841,,
10/26/2021,43,VA2,6699540,5944123,0,5944123,3070127,2855615,229640,,
12/22/2020,52,VA2,261375,19614,0,0,0,0,,,
12/22/2020,52,PA,169375,39359,307,0,0,0,,,
12/22/2020,52,SC,69225,26277,510,0,0,0,,,
10/26/2021,43,NV,4257240,3589453,116535,3558525,1937937,1620751,104674,,
12/22/2020,52,MO,123625,23055,376,0,0,0,,,
12/22/2020,52,DD2,133650,15991,0,0,0,0,,,
12/22/2020,52,US,6733350,991182,299,0,0,0,,,
10/26/2021,43,PR,4994730,4962813,155394,4991726,2612115,2340029,128581,,
10/26/2021,43,MI,14329880,11287404,113023,11450607,5785238,5324409,513715,,
12/22/2020,52,IL,175475,70193,554,0,0,0,,,
12/22/2020,52,VT,15725,2340,375,0,0,0,,,
12/22/2020,52,ND,21000,6204,814,0,0,0,,,
12/22/2020,52,WY,6925,1555,269,0,0,0,,,
10/26/2021,43,HI,2503510,1960896,138494,1980685,1109926,843312,62266,,
10/26/2021,43,TN,9163910,7338536,107459,7196182,3706432,3238309,319956,,
12/16/2020,51,VT,3900,20,3,0,0,0,,,
10/26/2021,43,TX,43892075,34033731,117374,33234942,17703799,15385308,1172076,,
12/22/2020,52,IN,96050,15250,227,0,0,0,,,
12/22/2020,52,OK,122500,20759,525,0,0,0,,,
12/22/2020,52,SD,27275,7751,876,0,0,0,,,
12/22/2020,52,AZ,169825,7865,108,0,0,0,,,
12/22/2020,52,NC,218725,24438,233,0,0,0,,,
12/16/2020,51,SD,7800,5,1,0,0,0,,,
12/22/2020,52,VA,130875,2719,32,0,0,0,,,
10/26/2021,43,AL,7069650,4779470,97477,4872061,2653566,2179242,157914,,
12/22/2020,52,KY,98250,7329,164,0,0,0,,,
10/26/2021,43,IN,8903050,7109839,105609,7086790,3600543,3341675,274435,,
10/26/2021,43,SC,7409435,5624217,109235,5611759,2941868,2555460,239606,,
10/26/2021,43,SD,1295605,1003861,113474,1009902,541352,462162,36881,,
12/22/2020,52,ME,31575,4489,334,0,0,0,,,
12/22/2020,52,LTC,1466650,1328,0,0,0,0,,,
12/22/2020,52,UT,27925,6449,201,0,0,0,,,
12/22/2020,52,RI,21850,4345,410,0,0,0,,,
12/22/2020,52,DC,12300,3132,444,0,0,0,,,
12/22/2020,52,TN,90250,21451,314,0,0,0,,,
12/22/2020,52,WI,89825,9759,168,0,0,0,,,
12/22/2020,52,IA,73375,8726,277,0,0,0,,,
10/26/2021,43,AZ,10512540,8674092,119171,8530561,4432717,3840813,283768,,
12/16/2020,51,PA,31200,0,0,0,0,0,,,
12/22/2020,52,CA,808875,92703,235,0,0,0,,,
12/22/2020,52,DE,16075,2649,272,0,0,0,,,
12/22/2020,52,MA,131800,20872,303,0,0,0,,,
12/22/2020,52,WV,60875,19000,1060,0,0,0,,,
12/22/2020,52,ID,19900,0,0,0,0,0,,,
12/22/2020,52,NV,62100,9690,315,0,0,0,,,
10/26/2021,43,WA,12154955,10183333,133729,10201899,5259266,4813112,392391,,
10/26/2021,43,GU,247230,253607,152989,254006,131747,120557,8208,,
12/22/2020,52,KS,82050,4769,164,0,0,0,,,
12/22/2020,52,TX,326700,191715,661,0,0,0,,,
05/10/2023,19,IL,38328915,26859342,211961,27177447,10036899,9054864,5183276,,2617039
05/10/2023,19,KS,8356725,5387922,184941,5513845,2229631,1909898,939974,,466737
05/10/2023,19,MH,162240,101838,130997,101894,44709,36066,17583,,6228
05/10/2023,19,FL,61526685,42267369,196796,42135244,17810446,14971549,6583778,,2450524
05/10/2023,19,MO,15654225,10509024,171228,10491947,4269469,3634453,1733218,,927299
05/10/2023,19,GU,387180,400123,237477,400828,159887,144961,79493,,18567
12/16/2020,51,UT,9750,0,0,0,0,0,,,
12/22/2020,52,CO,163350,33946,589,0,0,0,,,
12/22/2020,52,IH2,72000,14979,0,0,0,0,,,
12/22/2020,52,LA,110875,17878,385,0,0,0,,,
10/26/2021,43,FM,88470,75359,72710,76011,45916,40321,52,,
10/26/2021,43,DD2,5537890,6171206,0,6171206,3355594,2613207,525,,
12/22/2020,52,FL,427850,43820,204,0,0,0,,,
12/22/2020,52,WA,99950,16275,214,0,0,0,,,
12/22/2020,52,CT,64875,13037,366,0,0,0,,,
12/22/2020,52,NJ,110550,9173,103,0,0,0,,,
12/22/2020,52,NM,49025,9673,461,0,0,0,,,
12/22/2020,52,NE,59300,9094,470,0,0,0,,,
10/26/2021,43,FL,34728575,28188800,131247,27924171,14766687,12764431,1040501,,
12/22/2020,52,NY,542250,37617,193,0,0,0,,,
12/22/2020,52,OR,130625,4477,106,0,0,0,,,
12/22/2020,52,BP2,2950,2631,0,0,0,0,,,
12/22/2020,52,MN,81900,3918,69,0,0,0,,,
10/26/2021,43,VT,1133310,958888,153671,945571,494518,442686,47863,,
12/22/2020,52,NH,39800,4362,321,0,0,0,,,
12/22/2020,52,MP,5850,332,584,0,0,0,,,
10/26/2021,43,OH,16011445,12768269,109232,12644416,6495059,6034821,480842,,
12/22/2020,52,GA,161650,11823,111,0,0,0,,,
12/16/2020,51,WA,31200,0,0,0,0,0,,,
12/21/2020,52,MN,46800,3918,69,0,0,0,,,
12/21/2020,52,MI,105800,5531,55,0,0,0,,,
12/21/2020,52,AS,5850,0,0,0,0,0,,,
10/26/2021,43,AS,70650,65566,117736,65842,35220,30902,22,,
12/21/2020,52,GU,11700,0,0,0,0,0,,,
12/21/2020,52,MT,12550,5866,549,0,0,0,,,
12/21/2020,52,WY,4975,1555,269,0,0,0,,,
12/21/2020,52,OK,47825,16188,409,0,0,0,,,
10/26/2021,43,VI,115260,108001,103173,105517,55573,48753,2370,,
12/21/2020,52,CT,53600,9230,259,0,0,0,,,
10/26/2021,43,CO,8770825,7592935,131851,7565231,3874332,3528824,338247,,
12/21/2020,52,WI,84825,9759,168,0,0,0,,,
05/10/2023,19,VT,2588940,1762563,282467,1733018,623937,537193,359077,,217225
05/10/2023,19,CT,11881825,9040989,253584,9093385,3670090,2967081,1652627,,923399
05/10/2023,19,OH,31703485,21104771,180551,20997936,7707458,7089473,4028396,,1931151
05/10/2023,19,NJ,29637655,19826065,223211,20420719,8430561,7043583,3671069,,1507344
10/26/2021,43,MH,57140,42025,71945,42078,23753,20218,10,,
05/10/2023,19,DD2,7782150,9424723,0,9424723,4680434,3736516,1052862,,196748
05/10/2023,19,TN,17172490,11323319,165808,11147701,4413541,3852924,1858161,,735062
05/10/2023,19,CA,121107865,88487852,223951,88991855,33613401,29588939,17459544,,8334101
05/10/2023,19,MT,2714785,1870288,174993,1881502,731323,633531,334443,,172790
05/10/2023,19,IN,18989660,11201087,166380,11213440,4350210,3896474,1995384,,762332
05/10/2023,19,NY,61302975,45177512,232233,45177107,18427712,15763340,7736198,,3509142
05/10/2023,19,AL,12349530,7018011,143132,7168715,3193141,2611593,1042014,,382358
05/10/2023,19,VA,26823665,19608172,229724,19833207,7794449,6556391,3509933,,1868059
05/10/2023,19,MD,22359840,14722268,243517,14869365,5566178,4835390,2754851,,1505606
05/10/2023,19,AR,8373210,4874091,161511,4926045,2115165,1720209,768625,,337816
05/10/2023,19,HI,4677910,3530357,249342,3565376,1297884,1156808,693350,,332321
05/10/2023,19,OK,9702330,6773461,171178,6755643,2961991,2399774,1005893,,485399
05/10/2023,19,NH,5121800,2983122,219394,2992518,1203845,982565,543917,,339311
05/10/2023,19,AZ,19959120,14647405,201236,14275324,5704677,4821350,2418342,,1183478
05/10/2023,19,MI,29638290,18769116,187938,19160674,6979192,6254485,3676804,,1793923
05/10/2023,19,AS,128480,115281,243250,115736,46226,42495,24682,,536
05/10/2023,19,AK,2176065,1328221,181564,1344688,535718,477592,237614,,102824
05/10/2023,19,MA,23747420,18179748,263761,18252547,7393770,5825021,3313734,,2205115
05/10/2023,19,NM,6176205,4750638,226563,4929968,1989307,1582545,867565,,474345
05/03/2023,18,DC,2750955,2137346,302848,2016588,836416,643873,330692,,235668
05/03/2023,18,CA,120813275,88366823,223644,88871380,33603152,29583959,17449475,,8215781
05/03/2023,18,NM,6161655,4745214,226304,4924512,1988529,1582042,866999,,469581
05/03/2023,18,TN,17138600,11316599,165710,11140938,4412761,3852430,1857427,,728956
05/03/2023,18,MO,15623555,10500295,171086,10483236,4268408,3633715,1732176,,918946
05/03/2023,18,OR,14189365,9382077,222443,9378764,3457861,3064640,1811733,,962040
05/03/2023,18,NY,61173695,45140882,232044,45140812,18423089,15759972,7732441,,3477222
05/03/2023,18,NE,5470070,3819114,197431,3836113,1425528,1286568,717695,,345545
05/03/2023,18,AZ,19916930,14630900,201009,14258945,5701722,4820249,2416941,,1168583
05/03/2023,18,FM,291840,209225,204481,210817,86197,73686,42025,,16617
05/03/2023,18,PW,52580,51971,241366,52374,20801,18557,12556,,2006
05/03/2023,18,MD,22298750,14704163,243218,14851805,5564484,4834128,2753154,,1489408
05/03/2023,18,IH2,4116535,2568895,123338,2568895,1166737,920432,347416,,176756
05/03/2023,18,KY,12177065,7505555,167997,7589393,3085515,2668886,1295821,,565361
05/03/2023,18,GU,386180,399682,237215,400384,159777,144921,79409,,18196
05/03/2023,18,CT,11857995,9032746,253353,9085039,3668858,2966448,1651810,,915242
05/03/2023,18,OH,31626655,21086553,180395,20979837,7705729,7088228,4026701,,1914733
05/03/2023,18,MT,2710705,1870219,174987,1881339,731282,633501,334413,,172721
05/03/2023,18,MP,152250,118553,228642,118779,46838,44034,23958,,4933
05/03/2023,18,AR,8357480,4870800,161402,4922786,2114689,1719884,768248,,334852
05/03/2023,18,IL,38232065,26819579,211647,27137787,10031908,9051386,5179767,,2589216
05/03/2023,18,NC,30225790,19421329,185175,19357005,9453551,7016501,2411385,,1595980
05/03/2023,18,WI,16436825,12431416,213509,12435602,4386004,3980884,2430720,,1340427
05/03/2023,18,US,982117925,676006980,203611,676006980,270129677,230582699,118363846,48736643,56863992
05/03/2023,18,VA,26760935,19570925,229288,19797135,7790669,6554032,3506844,,1834485
05/03/2023,18,PA,42794625,27560188,215281,27619099,11660475,9440201,4489781,,2491784
05/03/2023,18,OK,9679390,6768699,171058,6750916,2961308,2399286,1005224,,481089
05/03/2023,18,MS,7238025,4304122,144621,4366350,1838630,1600015,661050,,201401
05/03/2023,18,SC,14167805,8660305,168203,8703885,3665139,3091305,1388934,,619431
05/03/2023,18,MH,162240,101838,130997,101893,44709,36066,17583,,6228
05/03/2023,18,UT,8412360,6158782,192104,6122818,2421413,2146258,1076991,,491377
05/03/2023,18,IA,9375425,6126887,194192,6139897,2235091,2036179,1173482,,638316
05/03/2023,18,IN,18948140,11192412,166251,11204859,4349307,3895825,1994385,,754468
05/03/2023,18,WY,1279735,852945,147375,863482,353583,307538,145484,,64081
05/03/2023,18,CO,17740375,13018349,226063,13037840,4836265,4247213,2458643,,1319998
05/03/2023,18,MN,18479860,12813121,227198,12827701,4460712,4081331,2594186,,1527920
05/03/2023,18,MA,23674020,18137370,263146,18210780,7389580,5822636,3308881,,2163186
05/03/2023,18,KS,8337105,5383363,184785,5509308,2229026,1909430,939411,,462834
05/03/2023,18,WA,25548175,17693855,232359,17902571,6515060,5812366,3412177,,1999187
05/03/2023,18,WV,5503995,3096932,172806,3107001,1212110,1071420,531608,,210116
05/03/2023,18,SD,2708815,1687837,190790,1715963,745210,588177,276140,,153828
05/03/2023,18,PR,8835550,7838884,245449,7852878,2904859,2687623,1807449,,332614
05/03/2023,18,FL,61381235,42231211,196628,42097511,17803041,14967975,6580456,,2419129
05/03/2023,18,NV,7707650,5585402,181335,5571491,2399568,1966248,863800,,410465
05/03/2023,18,VT,2581180,1759709,282010,1730163,623691,536961,358804,,214800
05/03/2023,18,LA,10259450,6957067,149653,6937626,2923660,2561279,1109718,,359393
05/03/2023,18,TX,80605715,52457806,180915,51305926,22306212,18402210,7487976,,3338780
05/03/2023,18,ID,4746890,2890835,161764,2922215,1145732,1011990,493881,,248633
05/03/2023,18,VI,173200,155288,146098,153581,75377,59067,18574,,4102
05/03/2023,18,NH,5109390,2979617,219136,2988963,1203509,982208,543467,,336064
05/03/2023,18,BP2,421090,347808,0,347808,155768,141755,53623,,9838
12/21/2020,52,US,4289025,801460,241,0,0,0,,,
05/03/2023,18,VA2,9883700,8694563,0,8694563,3729543,3059856,1349874,,884315
05/03/2023,18,AS,128480,115265,243216,115717,46214,42487,24682,,536
05/03/2023,18,NJ,29563065,19811283,223045,20405554,8428544,7042224,3669121,,1494488
05/03/2023,18,DE,3341285,2169096,222754,2142817,861732,715754,369875,,214416
05/03/2023,18,ME,4964830,3536883,263119,3541474,1315202,1123811,687425,,429255
05/03/2023,18,ND,1908130,1313608,172375,1282995,530510,448628,219393,,128801
05/03/2023,18,AK,2171395,1326639,181348,1343063,535588,477506,237456,,101374
05/03/2023,18,MI,29548820,18750089,187748,19141226,6977575,6253285,3674948,,1776029
